0.25,0.592,0.424,0.971,21
0.37,0.111,0.185,0.409,21
0.942,0.439,0.494,0.117,19
0.803,0.691,0.427,0.717,23
0.194,0.584,0.521,0.955,20
0.544,0.49,0.539,0.092,15
0.974,0.394,0.216,0.315,23
0.053,0.308,0.739,0.729,16
0.054,0.042,0.92,0.757,15
0.328,0.977,0.327,0.403,15
0.024,0.163,0.55,0.511,15
0.401,0.995,0.895,0.739,13
0.172,0.41,0.06,0.111,16
0.6,0.782,0.559,0.159,14
0.905,0.455,0.361,0.722,26
0.912,0.895,0.571,0.102,15
0.453,0.06,0.346,0.698,23
0.277,0.202,0.815,0.06,11
0.172,0.8,0.788,0.653,13
0.324,0.554,0.304,0.768,21
0.702,0.741,0.172,0.617,23
0.518,0.485,0.063,0.662,24
0.321,0.04,0.442,0.456,19
0.603,0.701,0.888,0.007,10
0.23,0.587,0.812,0.06,9
0.048,0.263,0.945,0.201,8
0.702,0.209,0.307,0.211,20
0.626,0.114,0.701,0.589,20
0.33,0.387,0.577,0.364,16
0.447,0.023,0.088,0.713,25
0.314,0.262,0.86,0.15,11
0.541,0.085,0.198,0.688,25
0.554,0.464,0.687,0.325,16
0.333,0.464,0.048,0.68,23
0.962,0.597,0.096,0.852,28
0.521,0.477,0.756,0.629,18
0.202,0.5,0.04,0.985,24
0.602,0.955,0.389,0.721,20
0.277,0.644,0.038,0.777,22
0.328,0.624,0.896,0.281,11
0.354,0.218,0.702,0.921,21
0.623,0.221,0.76,0.536,19
0.086,0.685,0.186,0.306,15
0.908,0.381,0.654,0.299,19
0.154,0.808,0.957,0.986,14
0.354,0.145,0.805,0.582,17
0.183,0.928,0.684,0.329,10
0.654,0.089,0.131,0.453,24
0.837,0.586,0.944,0.796,20
0.043,0.558,0.253,0.539,17
0.684,0.672,0.683,0.092,14
0.894,0.958,0.091,0.935,26
0.432,0.379,0.473,0.289,17
0.732,0.232,0.601,0.354,20
0.809,0.612,0.67,0.953,24
0.491,0.876,0.901,0.659,14
0.173,0.029,0.872,0.921,18
0.345,0.964,0.218,0.757,19
0.299,0.102,0.561,0.576,19
0.789,0.569,0.717,0.527,19
0.032,0.699,0.198,0.872,19
0.387,0.44,0.264,0.229,18
0.215,0.781,0.231,0.032,12
0.936,0.121,0.045,0.909,31
0.655,0.039,0.672,0.871,24
0.631,0.583,0.238,0.272,20
0.403,0.624,0.463,0.988,22
0.553,0.608,0.718,0.455,17
0.664,0.171,0.498,0.473,21
0.72,0.227,0.002,0.879,29
0.37,0.099,0.965,0.451,14
0.985,0.436,0.677,0.051,17
0.935,0.859,0.713,0.143,15
0.767,0.791,0.507,0.836,23
0.541,0.456,0.124,0.781,25
0.378,0.363,0.465,0.7,21
0.814,0.667,0.128,0.787,26
0.3,0.476,0.388,0.812,21
0.34,0.401,0.829,0.849,18
0.517,0.734,0.116,0.765,23
0.3,0.447,0.884,0.297,12
0.596,0.489,0.492,0.952,24
0.271,0.065,0.586,0.92,21
0.594,0.569,0.969,0.936,19
0.248,0.043,0.376,0.706,21
0.708,0.069,0.14,0.283,23
0.836,0.13,0.29,0.064,20
0.668,0.139,0.565,0.287,19
0.897,0.513,0.622,0.733,23
0.811,0.938,0.627,0.867,21
0.342,0.317,0.845,0.717,17
0.883,0.809,0.695,0.644,20
0.492,0.694,0.159,0.905,24
0.14,0.242,0.84,0.853,17
0.409,0.878,0.522,0.371,14
0.146,0.79,0.178,0.926,21
0.787,0.739,0.805,0.009,12
0.948,0.599,0.202,0.123,21
0.395,0.915,0.787,0.327,11
0.165,0.287,0.135,0.266,17
0.878,0.553,0.062,0.457,25
0.939,0.589,0.48,0.09,18
0.141,0.364,0.98,0.984,16
0.76,0.164,0.108,0.935,29
0.938,0.322,0.871,0.543,20
0.972,0.098,0.953,0.03,15
0.002,0.106,0.368,0.544,17
0.498,0.597,0.228,0.4,20
0.979,0.68,0.49,0.924,26
0.728,0.373,0.537,0.408,20
0.051,0.374,0.78,0.526,13
0.665,0.308,0.572,0.33,19
0.352,0.456,0.67,0.853,20
0.679,0.895,0.486,0.051,14
0.262,0.982,0.844,0.087,6
0.619,0.013,0.192,0.186,21
0.91,0.861,0.48,0.195,17
0.934,0.506,0.825,0.266,17
0.513,0.602,0.372,0.294,18
0.092,0.968,0.791,0.177,6
0.417,0.25,0.607,0.453,18
0.12,0.248,0.67,0.723,17
0.229,0.148,0.749,0.014,11
0.881,0.503,0.7,0.845,23
0.898,0.187,0.419,0.514,24
0.17,0.75,0.237,0.411,16
0.372,0.212,0.039,0.408,21
0.36,0.302,0.849,0.069,11
0.343,0.272,0.064,0.009,17
0.647,0.496,0.581,0.897,23
0.768,0.491,0.574,0.748,23
0.271,0.984,0.615,0.025,8
0.246,0.142,0.416,0.127,15
0.548,0.382,0.755,0.077,13
0.467,0.257,0.121,0.487,22
0.143,0.562,0.887,0.674,13
0.082,0.439,0.599,0.021,10
0.592,0.49,0.501,0.473,20
0.495,0.915,0.791,0.167,10
0.129,0.698,0.93,0.43,10
0.057,0.403,0.91,0.612,12
0.213,0.617,0.905,0.792,15
0.991,0.825,0.112,0.221,21
0.185,0.904,0.013,0.503,17
0.04,0.327,0.716,0.736,16
0.377,0.921,0.818,0.158,9
0.638,0.208,0.411,0.039,17
0.276,0.018,0.818,0.444,15
0.892,0.617,0.305,0.327,21
0.553,0.681,0.78,0.978,20
0.811,0.684,0.065,0.946,28
0.559,0.499,0.452,0.964,24
0.148,0.654,0.224,0.293,15
0.875,0.58,0.078,0.269,22
0.914,0.776,0.009,0.358,23
0.931,0.329,0.886,0.792,22
0.634,0.453,0.669,0.097,15
0.133,0.444,0.52,0.677,17
0.11,0.693,0.561,0.407,13
0.232,0.993,0.887,0.86,13
0.672,0.305,0.513,0.534,21
0.196,0.706,0.253,0.588,18
0.562,0.86,0.395,0.086,14
0.555,0.139,0.647,0.464,19
0.934,0.004,0.499,0.308,22
0.08,0.251,0.647,0.649,16
0.32,0.82,0.608,0.757,17
0.596,0.731,0.595,0.8,21
0.002,0.216,0.412,0.88,20
0.48,0.904,0.728,0.567,15
0.12,0.565,0.788,0.401,11
0.301,0.433,0.469,0.234,15
0.028,0.14,0.815,0.884,16
0.952,0.933,0.455,0.905,24
0.81,0.566,0.825,0.62,19
0.374,0.734,0.314,0.529,18
0.8,0.922,0.431,0.821,22
0.049,0.779,0.571,0.267,10
0.791,0.233,0.797,0.057,15
0.741,0.353,0.872,0.173,15
0.544,0.34,0.549,0.913,24
0.532,0.462,0.515,0.1,15
0.875,0.428,0.374,0.2,20
0.026,0.781,0.976,0.028,4
0.095,0.932,0.289,0.218,11
0.776,0.77,0.403,0.925,25
0.784,0.791,0.475,0.504,20
0.01,0.135,0.202,0.775,21
0.156,0.747,0.257,0.009,12
0.937,0.303,0.097,0.964,31
0.348,0.513,0.956,0.971,18
0.519,0.9,0.218,0.142,15
0.517,0.99,0.033,0.036,15
0.035,0.019,0.19,0.275,16
0.395,0.193,0.755,0.657,18
0.615,0.996,0.207,0.385,18
0.918,0.886,0.717,0.38,17
0.227,0.908,0.78,0.279,9
0.319,0.066,0.057,0.797,25
0.025,0.006,0.68,0.055,10
0.324,0.677,0.395,0.227,15
0.233,0.322,0.566,0.894,20
0.468,0.799,0.745,0.072,11
0.477,0.664,0.408,0.796,22
0.54,0.509,0.08,0.599,24
0.949,0.673,0.119,0.478,24
0.143,0.777,0.86,0.38,9
0.711,0.401,0.455,0.53,22
0.221,0.033,0.689,0.781,19
0.257,0.915,0.343,0.212,13
0.11,0.336,0.756,0.445,13
0.755,0.887,0.184,0.441,21
0.305,0.128,0.419,0.446,19
0.075,0.983,0.098,0.333,13
0.389,0.098,0.974,0.297,13
0.668,0.655,0.097,0.293,21
0.051,0.828,0.645,0.635,13
0.011,0.445,0.289,0.904,20
0.202,0.17,0.182,0.126,16
0.55,0.985,0.364,0.085,13
0.444,0.727,0.829,0.932,18
0.903,0.431,0.79,0.183,17
0.549,0.527,0.597,0.48,18
0.375,0.373,0.528,0.432,18
0.142,0.471,0.852,0.551,13
0.979,0.714,0.714,0.07,15
0.003,0.805,0.929,0.87,12
0.569,0.344,0.339,0.768,24
0.411,0.891,0.224,0.531,18
0.597,0.88,0.504,0.092,13
0.584,0.706,0.282,0.333,19
0.422,0.333,0.563,0.298,16
0.289,0.836,0.336,0.201,13
0.003,0.344,0.103,0.351,16
0.834,0.053,0.3,0.615,26
0.761,0.177,0.536,0.452,21
0.803,0.85,0.509,0.926,23
0.84,0.735,0.244,0.134,19
0.978,0.367,0.986,0.883,22
0.974,0.187,0.919,0.418,19
0.734,0.171,0.937,0.06,14
0.429,0.012,0.355,0.611,22
0.164,0.009,0.555,0.165,13
0.937,0.324,0.707,0.173,18
0.158,0.75,0.024,0.095,14
0.578,0.328,0.581,0.749,22
1,0.415,0.964,0.026,14
0.489,0.55,0.327,0.597,21
0.967,0.536,0.046,0.807,29
0.327,0.752,0.732,0.47,14
0.028,0.581,0.688,0.866,16
0.728,0.557,0.588,0.479,20
0.3,0.737,0.487,0.36,15
0.176,0.477,0.99,0.217,9
0.919,0.258,0.682,0.054,17
0.019,0.204,0.159,0.482,18
0.048,0.676,0.404,0.224,12
0.528,0.898,0.147,0.023,15
0.637,0.099,0.095,0.648,26
0.089,0.215,0.685,0.428,14
0.136,0.564,0.71,0.208,10
0.264,0.233,0.7,0.196,13
0.063,0.971,0.133,0.481,14
0.741,0.863,0.268,0.264,18
0.94,0.473,0.184,0.852,28
0.035,0.759,0.627,0.366,11
0.707,0.484,0.894,0.837,20
0.886,0.627,0.057,0.515,25
0.986,0.42,0.439,0.319,22
0.068,0.122,0.415,0.596,18
0.749,0.927,0.425,0.292,17
0.615,0.394,0.081,0.564,24
0.769,0.6,0.928,0.787,19
0.731,0.317,0.042,0.702,27
0.875,0.186,0.444,0.287,21
0.185,0.688,0.266,0.605,18
0.717,0.762,0.105,0.927,26
0.076,0.964,0.913,0.172,5
0.165,0.505,0.058,0.876,23
0.071,0.006,0.742,0.718,16
0.12,0.475,0.747,0.769,16
0.635,0.912,0.766,0.201,12
0.858,0.02,0.24,0.83,28
0.782,0.908,0.362,0.521,20
0.31,0.373,0.65,0.936,21
0.991,0.191,0.658,0.727,24
0.537,0.537,0.747,0.209,14
0.193,0.388,0.682,0.694,17
0.051,0.348,0.064,0.234,16
0.622,0.345,0.644,0.504,19
0.857,0.472,0.763,0.339,18
0.92,0.705,0.331,0.957,27
0.81,0.206,0.318,0.856,27
0.119,0.223,0.265,0.101,14
0.736,0.364,0.524,0.194,18
0.161,0.091,0.578,0.846,20
0.778,0.617,0.588,0.334,18
0.494,0.454,0.126,0.483,22
0.484,0.023,0.395,0.935,25
0.622,0.232,0.418,0.26,19
0.721,0.099,0.905,0.431,18
0.887,0.145,0.537,0.652,24
0.475,0.217,0.303,0.649,23
0.801,0.702,0.271,0.097,18
0.548,0.744,0.257,0.25,18
0.647,0.257,0.884,0.071,13
0.504,0.224,0.193,0.526,23
0.047,0.994,0.525,0.077,7
0.612,0.564,0.471,0.008,15
0.953,0.434,0.223,0.293,23
0.575,0.386,0.231,0.025,18
0.811,0.073,0.52,0.339,21
0.656,0.071,0.084,0.982,29
0.481,0.809,0.971,0.169,9
0.531,0.555,0.616,0.504,18
0.202,0.442,0.574,0.764,18
0.768,0.16,0.498,0.031,18
0.614,0.29,0.068,0.862,28
0.692,0.031,0.386,0.339,21
0.736,0.478,0.685,0.168,16
0.324,0.378,0.211,0.492,20
0.626,0.337,0.523,0.411,20
0.021,0.139,0.704,0.294,12
0.011,0.998,0.787,0.918,12
0.578,0.861,0.171,0.856,23
0.043,0.213,0.675,0.53,14
0.702,0.19,0.291,0.887,27
0.941,0.913,0.233,0.959,26
0.406,0.716,0.546,0.781,19
0.125,0.031,0.094,0.921,24
0.754,0.971,0.507,0.102,14
0.426,0.364,0.467,0.099,15
0.417,0.379,0.807,0.548,16
0.631,0.66,0.036,0.03,18
0.92,0.772,0.838,0.921,21
0.759,0.056,0.361,0.127,20
0.413,0.823,0.37,0.125,14
0.83,0.252,0.146,0.561,26
0.827,0.398,0.606,0.376,20
0.793,0.913,0.987,0.208,11
0.593,0.967,0.083,0.428,19
0.417,0.354,0.057,0.039,18
0.836,0.984,0.109,0.803,24
0.276,0.517,0.836,0.442,13
0.516,0.407,0.676,0.656,20
0.634,0.049,0.31,0.745,25
0.949,0.105,0.062,0.603,28
0.096,0.327,0.661,0.231,12
0.246,0.142,0.197,0.034,16
0.412,0.569,0.781,0.894,19
0.92,0.864,0.476,0.736,22
0.686,0.684,0.117,0.35,21
0.489,0.809,0.223,0.302,17
0.752,0.673,0.052,0.499,23
0.374,0.148,0.12,0.7,24
0.072,0.183,0.598,0.253,13
0.124,0.992,0.484,0.774,15
0.011,0.262,0.33,0.076,13
0.444,0.455,0.237,0.501,21
0.007,0.566,0.874,0.09,6
0.665,0.395,0.554,0.568,21
0.035,0.909,0.971,0.427,7
0.126,0.76,0.286,0.073,12
0.744,0.804,0.995,0.148,11
0.479,0.765,0.412,0.783,21
0.787,0.513,0.52,0.26,19
0.39,0.229,0.005,0.33,21
0.585,0.874,0.699,0.501,16
0.891,0.307,0.086,0.057,22
0.411,0.342,0.581,0.714,20
0.06,0.385,0.488,0.084,11
0.525,0.2,0.957,0.576,17
0.915,0.701,0.84,0.271,16
0.899,0.313,0.611,0.518,22
0.223,0.97,0.041,0.226,14
0.923,0.467,0.516,0.594,23
0.475,0.513,0.451,0.182,16
0.879,0.697,0.642,0.058,15
0.572,0.08,0.754,0.283,16
0.93,0.73,0.097,0.25,22
0.145,0.592,0.405,0.703,18
0.695,0.407,0.908,0.31,15
0.238,0.997,0.806,0.775,13
0.756,0.12,0.351,0.111,20
0.861,0.977,0.147,0.489,21
0.544,0.892,0.47,0.38,16
0.295,0.558,0.152,0.416,19
0.466,0.499,0.682,0.7,19
0.711,0.471,0.331,0.112,19
0.944,0.355,0.362,0.331,22
0.268,0.271,0.228,0.805,23
0.103,0.826,0.775,0.41,10
0.035,0.362,0.883,0.62,13
0.59,0.715,0.681,0.31,15
0.671,0.014,0.296,0.717,26
0.782,0.112,0.732,0.024,16
0.305,0.739,0.332,0.504,17
0.741,0.661,0.49,0.817,23
0.161,0.754,0.652,0.03,8
0.755,0.353,0.442,0.912,26
0.584,0.441,0.541,0.356,18
0.063,0.515,0.238,0.791,20
0.244,0.719,0.057,0.23,16
0.271,0.319,0.18,0.893,24
0.778,0.239,0.731,0.343,19
0.413,0.262,0.68,0.093,14
0.325,0.454,0.314,0.43,19
0.011,0.672,0.101,0.492,16
0.737,0.928,0.379,0.174,16
0.435,0.59,0.502,0.736,20
0.271,0.593,0.507,0.875,20
0.505,0.922,0.821,0.004,9
0.932,0.53,0.315,0.776,26
